"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option2 name","Option2 value","Option3 name","Option3 value","Price","Compare-at price","Cost per item","Charge tax","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Collection","product.metafields.spartan.department","product.metafields.spartan.spec_available_colours","product.metafields.spartan.spec_average_gross_unit_weight_kg","product.metafields.spartan.spec_average_net_unit_weight_kg","product.metafields.spartan.spec_box_dimensions_l_x_w_x_h_m","product.metafields.spartan.spec_brand","product.metafields.spartan.spec_cable_size_in","product.metafields.spartan.spec_capacity","product.metafields.spartan.spec_carton_size","product.metafields.spartan.spec_certification_standard","product.metafields.spartan.spec_colour","product.metafields.spartan.spec_compatibility","product.metafields.spartan.spec_dimensions","product.metafields.spartan.spec_dimensions_in","product.metafields.spartan.spec_end_fitting_type","product.metafields.spartan_erp.material_code","product.metafields.spartan_erp.product_group","product.metafields.spartan.spec_eu_size","product.metafields.spartan.spec_grade","product.metafields.spartan.spec_handle_type","product.metafields.spartan.spec_height","product.metafields.spartan.spec_hole_diameter","product.metafields.spartan.spec_inside_diameter_in","product.metafields.spartan.spec_length","product.metafields.spartan.spec_material","product.metafields.spartan.spec_net_buoyancy","product.metafields.spartan.spec_notes","product.metafields.spartan.spec_outside_diameter_in","product.metafields.spartan.spec_outside_diameter_after_swage_in","product.metafields.spartan.spec_ply","product.metafields.spartan.spec_shank_x_diameter_in","product.metafields.spartan.spec_size","product.metafields.spartan.spec_size_in","product.metafields.spartan.spec_size_length_mm","product.metafields.spartan.spec_size_number","product.metafields.spartan.spec_standard_tap_size_in","product.metafields.spartan.spec_stock_size_in","product.metafields.spartan.spec_strand","product.metafields.spartan.spec_strength","product.metafields.spartan_erp.supplier_type_code","product.metafields.spartan.spec_take_up_length_j_length_in","product.metafields.spartan.spec_temperature_limit_if_applicable","product.metafields.spartan.spec_thread_size","product.metafields.spartan.spec_torque_specification_ft_lb","product.metafields.spartan.spec_volume","product.metafields.spartan.spec_wattage","product.metafields.spartan.spec_width","product.metafields.spartan.spec_working_load_limit","product.metafields.spartan.spec_working_load_limit_lb","product.metafields.spartan.spec_working_load_limit_ton"
"RATCHET TIE DOWN 2""X30' C/W J HOOKS","ratchet-tie-down-2-x30-c-w-j-hooks-rs1602j30x","<table><tbody><tr><th>Width</th><td>2&quot;</td></tr><tr><th>Length</th><td>30'</td></tr><tr><th>Working Load Limit</th><td>3335</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RS1602J30X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","30'","","","","","","","","","","","","","","","","","","","","","","","2""","3335","",""
"RATCHET TIE DOWN 3""X20' C/W J HOOKS","ratchet-tie-down-3-x20-c-w-j-hooks-rsa163j20x","<table><tbody><tr><th>Width</th><td>3&quot;</td></tr><tr><th>Length</th><td>20'</td></tr><tr><th>Working Load Limit</th><td>5400</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA163J20X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","20'","","","","","","","","","","","","","","","","","","","","","","","3""","5400","",""
"RATCHET TIE DOWN 3""X30' C/W J HOOKS","ratchet-tie-down-3-x30-c-w-j-hooks-rsa163j30x","<table><tbody><tr><th>Width</th><td>3&quot;</td></tr><tr><th>Length</th><td>30'</td></tr><tr><th>Working Load Limit</th><td>5400</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA163J30X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","30'","","","","","","","","","","","","","","","","","","","","","","","3""","5400","",""
"RATCHET TIE DOWN 4""X30' C/W J HOOKS","ratchet-tie-down-4-x30-c-w-j-hooks-rsa164j30x","<table><tbody><tr><th>Width</th><td>4&quot;</td></tr><tr><th>Length</th><td>30'</td></tr><tr><th>Working Load Limit</th><td>5400</td></tr><tr><th>End Fitting Type</th><td>double J hook</td></tr><tr><th>Handle Type</th><td>Aluminium handle ratchet buckle</td></tr></tbody></table>","SUN-KING KNITTED BELT PRODUCT LTD","","Tie-Down Straps","Spartan import, department:rigging-hardware, category:tie-down-straps, Tie-Down Straps, SUN-KING KNITTED BELT PRODUCT LTD","false","draft","RSA164J30X","","Title","Default Title","","","","","","","","true","","","true","manual","Tie-Down Straps","Rigging Hardware","","","","","","","","","","","","","","double J hook","","","","","Aluminium handle ratchet buckle","","","","30'","","","","","","","","","","","","","","","","","","","","","","","4""","5400","",""
"RE-ARM KIT AUTO FOR MD3153, MD3154, MD31","re-arm-kit-auto-for-md3153-md3154-md31-ma7214","<table><tbody><tr><th>Size</th><td>Item Length (in) - 9.5&quot; / Item Width (in) - 5.5&quot; / Item Height (in) - 1.375&quot;</td></tr><tr><th>Colour</th><td>No Color Applicable</td></tr></tbody></table>","MUSTANG SURVIVAL ULC","","Re-arm Kits","Spartan import, category:re-arm-kits, Re-arm Kits, MUSTANG SURVIVAL ULC","false","draft","MA7214","","Title","Default Title","","","","","","","","true","295","g","true","manual","Re-arm Kits","","","","","","","","","","","No Color Applicable","","","","","","","","","","","","","","","","","","","","","Item Length (in) - 9.5"" / Item Width (in) - 5.5"" / Item Height (in) - 1.375""","","","","","","","","","","","","","","","","","",""
"RE-ARM KIT AUTO W/ELITE FOR MD5153","re-arm-kit-auto-w-elite-for-md5153-ma5183","<table><tbody><tr><th>Size</th><td>Item Length (in) - 9.5&quot; / Item Width (in) - 5.5&quot; / Item Height (in) - 1.25&quot;</td></tr><tr><th>Colour</th><td>No Color Applicable</td></tr></tbody></table>","MUSTANG SURVIVAL ULC","","Re-arm Kits","Spartan import, category:re-arm-kits, Re-arm Kits, MUSTANG SURVIVAL ULC","false","draft","MA5183","","Title","Default Title","","","","","","","","true","272","g","true","manual","Re-arm Kits","","","","","","","","","","","No Color Applicable","","","","","","","","","","","","","","","","","","","","","Item Length (in) - 9.5"" / Item Width (in) - 5.5"" / Item Height (in) - 1.25""","","","","","","","","","","","","","","","","","",""
"RE-ARM KIT FOR MD2015 & MD2017","re-arm-kit-for-md2015-md2017-ma2014","<table><tbody><tr><th>Size</th><td>Item Length (in) - 9.5&quot; / Item Width (in) - 5.5&quot; / Item Height (in) - 1.25&quot;</td></tr><tr><th>Colour</th><td>No Color Applicable</td></tr></tbody></table>","MUSTANG SURVIVAL ULC","","Re-arm Kits","Spartan import, category:re-arm-kits, Re-arm Kits, MUSTANG SURVIVAL ULC","false","draft","MA2014","","Title","Default Title","","","","","","","","true","204","g","true","manual","Re-arm Kits","","","","","","","","","","","No Color Applicable","","","","","","","","","","","","","","","","","","","","","Item Length (in) - 9.5"" / Item Width (in) - 5.5"" / Item Height (in) - 1.25""","","","","","","","","","","","","","","","","","",""
"RE-ARM KIT TYPE E HR AUTO/MANUAL 33G BAY","re-arm-kit-type-e-hr-auto-manual-33g-bay-ma7114","<table><tbody><tr><th>Size</th><td>Item Length (in) - 9.5&quot; / Item Width (in) - 5.5&quot; / Item Height (in) - 1.25&quot;</td></tr><tr><th>Colour</th><td>No Color Applicable</td></tr></tbody></table>","MUSTANG SURVIVAL ULC","","Re-arm Kits","Spartan import, category:re-arm-kits, Re-arm Kits, MUSTANG SURVIVAL ULC","false","draft","MA7114","","Title","Default Title","","","","","","","","true","227","g","true","manual","Re-arm Kits","","","","","","","","","","","No Color Applicable","","","","","","","","","","","","","","","","","","","","","Item Length (in) - 9.5"" / Item Width (in) - 5.5"" / Item Height (in) - 1.25""","","","","","","","","","","","","","","","","","",""
"RE-ARM KIT TYPE F HR AUTO/MANUAL 33G NO","re-arm-kit-type-f-hr-auto-manual-33g-no-ma7113","<table><tbody><tr><th>Size</th><td>Item Length (in) - 9.5&quot; / Item Width (in) - 5.5&quot; / Item Height (in) - 1.25&quot;</td></tr><tr><th>Colour</th><td>No Color Applicable</td></tr></tbody></table>","MUSTANG SURVIVAL ULC","","Re-arm Kits","Spartan import, category:re-arm-kits, Re-arm Kits, MUSTANG SURVIVAL ULC","false","draft","MA7113","","Title","Default Title","","","","","","","","true","227","g","true","manual","Re-arm Kits","","","","","","","","","","","No Color Applicable","","","","","","","","","","","","","","","","","","","","","Item Length (in) - 9.5"" / Item Width (in) - 5.5"" / Item Height (in) - 1.25""","","","","","","","","","","","","","","","","","",""
"RFD Surviva Liferaft","rfd-surviva-liferaft","","DBC MARINE SAFETY SYSTEMS LTD","","Life Rafts","Spartan import, department:safety-buoys-survival, category:life-rafts, Life Rafts, DBC MARINE SAFETY SYSTEMS LTD","false","draft","00013229","","Capacity","25 person","","","","","","","","true","","","true","manual","Life Rafts","Safety, Buoys & Survival","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rfd-surviva-liferaft","","","","","","","","48010016-1","","Capacity","10 person","","","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROCKET ILLUMINATING WHITE 1.4S","rocket-illuminating-white-1-4s-45070017","","Hansson PyroTech AB","","Marine Pyrotechnics","Spartan import, department:safety-buoys-survival, category:marine-pyrotechnics, Marine Pyrotechnics, Hansson PyroTech AB","false","draft","45070017","","Title","Default Title","","","","","","","","true","420","g","true","manual","Marine Pyrotechnics","Safety, Buoys & Survival","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROCKET SIGNAL PARACHUTE RED","rocket-signal-parachute-red-45070013","","Hansson PyroTech AB","","Marine Pyrotechnics","Spartan import, department:safety-buoys-survival, category:marine-pyrotechnics, Marine Pyrotechnics, Hansson PyroTech AB","false","draft","45070013","","Title","Default Title","","","","","","","","true","420","g","true","manual","Marine Pyrotechnics","Safety, Buoys & Survival","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 1-1/2 POLYPROPYLENE SUPERDAN GREEN","rope-1-1-2-polypropylene-superdan-green-r483sd600mgodsr","<table><tbody><tr><th>Strand</th><td>7 strand</td></tr><tr><th>Colour</th><td>Green</td></tr></tbody></table>","DSR CORP","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, DSR CORP","false","draft","R483SD600MGODSR","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","7 strand","","","","","","","","","","","",""
"ROPE 1-1/4 MANILA","rope-1-1-4-manila-r403m600x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R403M600X","","Title","Default Title","","","","","","","","true","12247","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 1-1/8 POLYPROPYLENE SUPERDAN GREEN","rope-1-1-8-polypropylene-superdan-green-r363sd600mgodsr","<table><tbody><tr><th>Strand</th><td>6 strand</td></tr><tr><th>Colour</th><td>Green</td></tr></tbody></table>","DSR CORP","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, DSR CORP","false","draft","R363SD600MGODSR","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","6 strand","","","","","","","","","","","",""
"ROPE 1/2 MANILA","rope-1-2-manila-r163m600x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R163M600X","","Title","Default Title","","","","","","","","true","6804","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 1/4 M.F.P. BRAIDED CORKLINE WHITE","rope-1-4-m-f-p-braided-corkline-white-r08pp1200wn","","NOVATEC BRAIDS LTD.","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, NOVATEC BRAIDS LTD.","false","draft","R08PP1200WN","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 1 MANILA","rope-1-manila-r323m600x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R323M600X","","Title","Default Title","","","","","","","","true","11793","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 1 POLYPROPYLENE SUPERDAN GREEN W/ O","rope-1-polypropylene-superdan-green-w-o-r323sd600mgodsr","<table><tbody><tr><th>Strand</th><td>5 strand</td></tr><tr><th>Colour</th><td>Green</td></tr></tbody></table>","DSR CORP","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, DSR CORP","false","draft","R323SD600MGODSR","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","5 strand","","","","","","","","","","","",""
"ROPE 2 MANILA","rope-2-manila-r643m600x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R643M600X","","Title","Default Title","","","","","","","","true","14061","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 3/4 MANILA","rope-3-4-manila-r243m600x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R243M600X","","Title","Default Title","","","","","","","","true","9072","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 3/4 POLYPROPYLENE SUPERDAN GREEN W/","rope-3-4-polypropylene-superdan-green-w-r243sd600mgodsr","<table><tbody><tr><th>Strand</th><td>3 strand</td></tr><tr><th>Colour</th><td>Green</td></tr></tbody></table>","DSR CORP","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, DSR CORP","false","draft","R243SD600MGODSR","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","Green","","","","","","","","","","","","","","","","","","","","","","","","","","","3 strand","","","","","","","","","","","",""
"ROPE 3/4 POLYPROPYLENE SUPERDAN YELLOW W","rope-3-4-polypropylene-superdan-yellow-w-r243sd600mygdsr","<table><tbody><tr><th>Strand</th><td>4 strand</td></tr><tr><th>Colour</th><td>Yellow</td></tr></tbody></table>","DSR CORP","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, DSR CORP","false","draft","R243SD600MYGDSR","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","Yellow","","","","","","","","","","","","","","","","","","","","","","","","","","","4 strand","","","","","","","","","","","",""
"ROPE 3/8 M.F.P. BRAIDED CORKLINE WHITE","rope-3-8-m-f-p-braided-corkline-white-r12pp1200wn","","NOVATEC BRAIDS LTD.","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, NOVATEC BRAIDS LTD.","false","draft","R12PP1200WN","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 3/8 MANILA","rope-3-8-manila-r123m1200x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R123M1200X","","Title","Default Title","","","","","","","","true","5897","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 5/16IN MULTIFILAMENT POLYPROPLENE F","rope-5-16in-multifilament-polyproplene-f-r10pp600bkyn","","NOVATEC BRAIDS LTD.","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, NOVATEC BRAIDS LTD.","false","draft","R10PP600BKYN","","Title","Default Title","","","","","","","","true","","","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROPE 7/8 MANILA","rope-7-8-manila-r283m600x","","FRANK WINNE & SONS INC","","Rope","Spartan import, department:rope-line-nets, category:rope, Rope, FRANK WINNE & SONS INC","false","draft","R283M600X","","Title","Default Title","","","","","","","","true","10886","g","true","manual","Rope","Rope, Line & Nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCISSORS SERRATED-EDGE 7IN OLFA SS","scissors-serrated-edge-7in-olfa-ss-scs-2","","OLFA NORTH AMERICA INC.","","Cutting Tools","Spartan import, department:maintenance-supplies, category:cutting-tools, Cutting Tools, OLFA NORTH AMERICA INC.","false","draft","SCS-2","","Title","Default Title","","","","","","","","true","","","true","manual","Cutting Tools","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCRAPERS HALIBUT","scrapers-halibut-25020001","","MTKMFL INC.","","Scraper","Spartan import, department:maintenance-supplies, category:scraper, Scraper, MTKMFL INC.","false","draft","25020001","","Title","Default Title","","","","","","","","true","","","true","manual","Scraper","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCREW SOCKET-HEAD TAPPING PH THREAD-8 DI","screw-socket-head-tapping-ph-thread-8-di-5163-141","<table><tbody><tr><th>Thread Size</th><td>8x1</td></tr></tbody></table>","THE HILLMAN GROUP CANADA ULC","","Screws","Spartan import, department:maintenance-supplies, category:screws, Screws, THE HILLMAN GROUP CANADA ULC","false","draft","5163-141","","Title","Default Title","","","","","","","","true","","","true","manual","Screws","Maintenance & Supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8x1","","","","","","",""
